Year,Region,Index,Source,CO2eq,Unit
1994,Alberta,492,Provincial Inventory Total,188.82,Mt
1994,Alberta,493,Oil and Gas,72.57,Mt
1994,Alberta,494,Electricity,48.67,Mt
1994,Alberta,495,Transport,15.43,Mt
1994,Alberta,496,Heavy Industry,14.7,Mt
1994,Alberta,497,Buildings,12.65,Mt
1994,Alberta,498,Agriculture,17.9,Mt
1994,Alberta,499,Waste,2.6,Mt
1994,Alberta,500,Coal Production,0.7,Mt
1994,Alberta,501,"Light Manufacturing, Construction and Forest Resources",3.59,Mt
1994,British Columbia,502,Provincial Inventory Total,55.39,Mt
1994,British Columbia,503,Oil and Gas,8.49,Mt
1994,British Columbia,504,Electricity,1.68,Mt
1994,British Columbia,505,Transport,16.6,Mt
1994,British Columbia,506,Heavy Industry,8.4,Mt
1994,British Columbia,507,Buildings,8.14,Mt
1994,British Columbia,508,Agriculture,2.64,Mt
1994,British Columbia,509,Waste,4.59,Mt
1994,British Columbia,510,Coal Production,2.15,Mt
1994,British Columbia,511,"Light Manufacturing, Construction and Forest Resources",2.7,Mt
1994,Canada,512,National Inventory Total,628.15,Mt
1994,Canada,513,Oil and Gas,121.51,Mt
1994,Canada,514,Electricity,95.15,Mt
1994,Canada,515,Transport,121.33,Mt
1994,Canada,516,Heavy Industry,99.67,Mt
1994,Canada,517,Buildings,76.29,Mt
1994,Canada,518,Agriculture,59.07,Mt
1994,Canada,519,Waste,26.09,Mt
1994,Canada,520,Coal Production,4.16,Mt
1994,Canada,521,"Light Manufacturing, Construction and Forest Resources",24.87,Mt
1994,Manitoba,522,Provincial Inventory Total,18.9,Mt
1994,Manitoba,523,Oil and Gas,1.94,Mt
1994,Manitoba,524,Electricity,0.32,Mt
1994,Manitoba,525,Transport,4.95,Mt
1994,Manitoba,526,Heavy Industry,0.96,Mt
1994,Manitoba,527,Buildings,2.86,Mt
1994,Manitoba,528,Agriculture,6.23,Mt
1994,Manitoba,529,Waste,1.12,Mt
1994,Manitoba,530,"Light Manufacturing, Construction and Forest Resources",0.53,Mt
1994,New Brunswick,531,Provincial Inventory Total,17.06,Mt
1994,New Brunswick,532,Oil and Gas,1.49,Mt
1994,New Brunswick,533,Electricity,6.34,Mt
1994,New Brunswick,534,Transport,3.87,Mt
1994,New Brunswick,535,Heavy Industry,1.67,Mt
1994,New Brunswick,536,Buildings,1.46,Mt
1994,New Brunswick,537,Agriculture,0.61,Mt
1994,New Brunswick,538,Waste,0.97,Mt
1994,New Brunswick,539,Coal Production,0.04,Mt
1994,New Brunswick,540,"Light Manufacturing, Construction and Forest Resources",0.61,Mt
1994,Newfoundland and Labrador,541,Provincial Inventory Total,7.65,Mt
1994,Newfoundland and Labrador,542,Oil and Gas,0.47,Mt
1994,Newfoundland and Labrador,543,Electricity,0.73,Mt
1994,Newfoundland and Labrador,544,Transport,2.9,Mt
1994,Newfoundland and Labrador,545,Heavy Industry,1.5,Mt
1994,Newfoundland and Labrador,546,Buildings,1,Mt
1994,Newfoundland and Labrador,547,Agriculture,0.11,Mt
1994,Newfoundland and Labrador,548,Waste,0.76,Mt
1994,Newfoundland and Labrador,549,"Light Manufacturing, Construction and Forest Resources",0.18,Mt
1994,Northwest Territories and Nunavut,550,Territorial Inventory Total,2.04,Mt
1994,Northwest Territories and Nunavut,551,Oil and Gas,0.22,Mt
1994,Northwest Territories and Nunavut,552,Electricity,0.14,Mt
1994,Northwest Territories and Nunavut,553,Transport,0.66,Mt
1994,Northwest Territories and Nunavut,554,Heavy Industry,0.25,Mt
1994,Northwest Territories and Nunavut,555,Buildings,0.69,Mt
1994,Northwest Territories and Nunavut,556,Agriculture,0,Mt
1994,Northwest Territories and Nunavut,557,Waste,0.05,Mt
1994,Northwest Territories and Nunavut,558,"Light Manufacturing, Construction and Forest Resources",0.03,Mt
1994,Nova Scotia,559,Provincial Inventory Total,19.1,Mt
1994,Nova Scotia,560,Oil and Gas,0.59,Mt
1994,Nova Scotia,561,Electricity,7.27,Mt
1994,Nova Scotia,562,Transport,4.44,Mt
1994,Nova Scotia,563,Heavy Industry,0.9,Mt
1994,Nova Scotia,564,Buildings,2.62,Mt
1994,Nova Scotia,565,Agriculture,0.65,Mt
1994,Nova Scotia,566,Waste,0.99,Mt
1994,Nova Scotia,567,Coal Production,1.23,Mt
1994,Nova Scotia,568,"Light Manufacturing, Construction and Forest Resources",0.42,Mt
1994,Ontario,569,Provincial Inventory Total,174.74,Mt
1994,Ontario,570,Oil and Gas,11.08,Mt
1994,Ontario,571,Electricity,15.6,Mt
1994,Ontario,572,Transport,41.23,Mt
1994,Ontario,573,Heavy Industry,44.03,Mt
1994,Ontario,574,Buildings,31.14,Mt
1994,Ontario,575,Agriculture,11.93,Mt
1994,Ontario,576,Waste,8.36,Mt
1994,Ontario,577,"Light Manufacturing, Construction and Forest Resources",11.38,Mt
1994,Prince Edward Island,578,Provincial Inventory Total,1.75,Mt
1994,Prince Edward Island,579,Oil and Gas,0,Mt
1994,Prince Edward Island,580,Electricity,0.06,Mt
1994,Prince Edward Island,581,Transport,0.58,Mt
1994,Prince Edward Island,582,Heavy Industry,0,Mt
1994,Prince Edward Island,583,Buildings,0.51,Mt
1994,Prince Edward Island,584,Agriculture,0.39,Mt
1994,Prince Edward Island,585,Waste,0.1,Mt
1994,Prince Edward Island,586,"Light Manufacturing, Construction and Forest Resources",0.11,Mt
1994,Quebec,587,Provincial Inventory Total,83.46,Mt
1994,Quebec,588,Oil and Gas,4.02,Mt
1994,Quebec,589,Electricity,0.48,Mt
1994,Quebec,590,Transport,24.81,Mt
1994,Quebec,591,Heavy Industry,24.57,Mt
1994,Quebec,592,Buildings,11.81,Mt
1994,Quebec,593,Agriculture,7.91,Mt
1994,Quebec,594,Waste,5.34,Mt
1994,Quebec,595,"Light Manufacturing, Construction and Forest Resources",4.53,Mt
1994,Saskatchewan,596,Provincial Inventory Total,58.72,Mt
1994,Saskatchewan,597,Oil and Gas,20.58,Mt
1994,Saskatchewan,598,Electricity,13.85,Mt
1994,Saskatchewan,599,Transport,5.61,Mt
1994,Saskatchewan,600,Heavy Industry,2.68,Mt
1994,Saskatchewan,601,Buildings,3.31,Mt
1994,Saskatchewan,602,Agriculture,10.7,Mt
1994,Saskatchewan,603,Waste,1.18,Mt
1994,Saskatchewan,604,Coal Production,0.04,Mt
1994,Saskatchewan,605,"Light Manufacturing, Construction and Forest Resources",0.76,Mt
1994,Yukon,606,Territorial Inventory Total,0.52,Mt
1994,Yukon,607,Oil and Gas,0.07,Mt
1994,Yukon,608,Electricity,0.03,Mt
1994,Yukon,609,Transport,0.25,Mt
1994,Yukon,610,Heavy Industry,0.02,Mt
1994,Yukon,611,Buildings,0.11,Mt
1994,Yukon,612,Agriculture,0.01,Mt
1994,Yukon,613,Waste,0.03,Mt
1994,Yukon,614,"Light Manufacturing, Construction and Forest Resources",0.02,Mt
1995,Alberta,615,Provincial Inventory Total,194.09,Mt
1995,Alberta,616,Oil and Gas,74.57,Mt
1995,Alberta,617,Electricity,48.18,Mt
1995,Alberta,618,Transport,15.47,Mt
1995,Alberta,619,Heavy Industry,14.81,Mt
1995,Alberta,620,Buildings,13.93,Mt
1995,Alberta,621,Agriculture,19.06,Mt
1995,Alberta,622,Waste,2.74,Mt
1995,Alberta,623,Coal Production,0.78,Mt
1995,Alberta,624,"Light Manufacturing, Construction and Forest Resources",4.54,Mt
1995,British Columbia,625,Provincial Inventory Total,59.4,Mt
1995,British Columbia,626,Oil and Gas,10.2,Mt
1995,British Columbia,627,Electricity,1.8,Mt
1995,British Columbia,628,Transport,17.14,Mt
1995,British Columbia,629,Heavy Industry,8.5,Mt
1995,British Columbia,630,Buildings,8.26,Mt
1995,British Columbia,631,Agriculture,2.73,Mt
1995,British Columbia,632,Waste,4.81,Mt
1995,British Columbia,633,Coal Production,2.23,Mt
1995,British Columbia,634,"Light Manufacturing, Construction and Forest Resources",3.73,Mt
1995,Canada,635,National Inventory Total,645.45,Mt
1995,Canada,636,Oil and Gas,127.6,Mt
1995,Canada,637,Electricity,98.21,Mt
1995,Canada,638,Transport,122.14,Mt
1995,Canada,639,Heavy Industry,100.38,Mt
1995,Canada,640,Buildings,77.03,Mt
1995,Canada,641,Agriculture,62.17,Mt
1995,Canada,642,Waste,26.42,Mt
1995,Canada,643,Coal Production,4.04,Mt
1995,Canada,644,"Light Manufacturing, Construction and Forest Resources",27.45,Mt
1995,Manitoba,645,Provincial Inventory Total,19.5,Mt
1995,Manitoba,646,Oil and Gas,2.03,Mt
1995,Manitoba,647,Electricity,0.2,Mt
1995,Manitoba,648,Transport,5.02,Mt
1995,Manitoba,649,Heavy Industry,1.01,Mt
1995,Manitoba,650,Buildings,3.07,Mt
1995,Manitoba,651,Agriculture,6.42,Mt
1995,Manitoba,652,Waste,1.15,Mt
1995,Manitoba,653,"Light Manufacturing, Construction and Forest Resources",0.58,Mt
1995,New Brunswick,654,Provincial Inventory Total,17.59,Mt
1995,New Brunswick,655,Oil and Gas,1.3,Mt
1995,New Brunswick,656,Electricity,6.97,Mt
1995,New Brunswick,657,Transport,3.8,Mt
1995,New Brunswick,658,Heavy Industry,1.78,Mt
1995,New Brunswick,659,Buildings,1.4,Mt
1995,New Brunswick,660,Agriculture,0.67,Mt
1995,New Brunswick,661,Waste,0.99,Mt
1995,New Brunswick,662,Coal Production,0.01,Mt
1995,New Brunswick,663,"Light Manufacturing, Construction and Forest Resources",0.67,Mt
1995,Newfoundland and Labrador,664,Provincial Inventory Total,8.62,Mt
1995,Newfoundland and Labrador,665,Oil and Gas,0.97,Mt
1995,Newfoundland and Labrador,666,Electricity,1.28,Mt
1995,Newfoundland and Labrador,667,Transport,2.85,Mt
1995,Newfoundland and Labrador,668,Heavy Industry,1.51,Mt
1995,Newfoundland and Labrador,669,Buildings,0.96,Mt
1995,Newfoundland and Labrador,670,Agriculture,0.11,Mt
1995,Newfoundland and Labrador,671,Waste,0.77,Mt
1995,Newfoundland and Labrador,672,"Light Manufacturing, Construction and Forest Resources",0.17,Mt
1995,Northwest Territories and Nunavut,673,Territorial Inventory Total,2.1,Mt
1995,Northwest Territories and Nunavut,674,Oil and Gas,0.22,Mt
1995,Northwest Territories and Nunavut,675,Electricity,0.15,Mt
1995,Northwest Territories and Nunavut,676,Transport,0.61,Mt
1995,Northwest Territories and Nunavut,677,Heavy Industry,0.33,Mt
1995,Northwest Territories and Nunavut,678,Buildings,0.68,Mt
1995,Northwest Territories and Nunavut,679,Agriculture,0,Mt
1995,Northwest Territories and Nunavut,680,Waste,0.05,Mt
1995,Northwest Territories and Nunavut,681,"Light Manufacturing, Construction and Forest Resources",0.05,Mt
1995,Nova Scotia,682,Provincial Inventory Total,18.97,Mt
1995,Nova Scotia,683,Oil and Gas,0.68,Mt
1995,Nova Scotia,684,Electricity,7.06,Mt
1995,Nova Scotia,685,Transport,4.52,Mt
1995,Nova Scotia,686,Heavy Industry,1.1,Mt
1995,Nova Scotia,687,Buildings,2.45,Mt
1995,Nova Scotia,688,Agriculture,0.7,Mt
1995,Nova Scotia,689,Waste,0.98,Mt
1995,Nova Scotia,690,Coal Production,0.99,Mt
1995,Nova Scotia,691,"Light Manufacturing, Construction and Forest Resources",0.5,Mt
1995,Ontario,692,Provincial Inventory Total,179.67,Mt
1995,Ontario,693,Oil and Gas,11.56,Mt
1995,Ontario,694,Electricity,17.77,Mt
1995,Ontario,695,Transport,41.39,Mt
1995,Ontario,696,Heavy Industry,45.28,Mt
1995,Ontario,697,Buildings,30.54,Mt
1995,Ontario,698,Agriculture,12.62,Mt
1995,Ontario,699,Waste,8.59,Mt
1995,Ontario,700,"Light Manufacturing, Construction and Forest Resources",11.92,Mt
1995,Prince Edward Island,701,Provincial Inventory Total,1.74,Mt
1995,Prince Edward Island,702,Oil and Gas,0,Mt
1995,Prince Edward Island,703,Electricity,0.04,Mt
1995,Prince Edward Island,704,Transport,0.58,Mt
1995,Prince Edward Island,705,Heavy Industry,0,Mt
1995,Prince Edward Island,706,Buildings,0.5,Mt
1995,Prince Edward Island,707,Agriculture,0.41,Mt
1995,Prince Edward Island,708,Waste,0.1,Mt
1995,Prince Edward Island,709,"Light Manufacturing, Construction and Forest Resources",0.1,Mt
1995,Quebec,710,Provincial Inventory Total,82.2,Mt
1995,Quebec,711,Oil and Gas,3.81,Mt
1995,Quebec,712,Electricity,0.37,Mt
1995,Quebec,713,Transport,25.01,Mt
1995,Quebec,714,Heavy Industry,23.33,Mt
1995,Quebec,715,Buildings,11.87,Mt
1995,Quebec,716,Agriculture,8.18,Mt
1995,Quebec,717,Waste,4.98,Mt
1995,Quebec,718,"Light Manufacturing, Construction and Forest Resources",4.64,Mt
1995,Saskatchewan,719,Provincial Inventory Total,60.98,Mt
1995,Saskatchewan,720,Oil and Gas,22.13,Mt
1995,Saskatchewan,721,Electricity,14.33,Mt
1995,Saskatchewan,722,Transport,5.48,Mt
1995,Saskatchewan,723,Heavy Industry,2.7,Mt
1995,Saskatchewan,724,Buildings,3.28,Mt
1995,Saskatchewan,725,Agriculture,11.26,Mt
1995,Saskatchewan,726,Waste,1.22,Mt
1995,Saskatchewan,727,Coal Production,0.04,Mt
1995,Saskatchewan,728,"Light Manufacturing, Construction and Forest Resources",0.54,Mt
1995,Yukon,729,Territorial Inventory Total,0.58,Mt
1995,Yukon,730,Oil and Gas,0.12,Mt
1995,Yukon,731,Electricity,0.05,Mt
1995,Yukon,732,Transport,0.26,Mt
1995,Yukon,733,Heavy Industry,0.02,Mt
1995,Yukon,734,Buildings,0.09,Mt
1995,Yukon,735,Agriculture,0.01,Mt
1995,Yukon,736,Waste,0.03,Mt
1995,Yukon,737,"Light Manufacturing, Construction and Forest Resources",0.01,Mt
1996,Alberta,738,Provincial Inventory Total,200.72,Mt
1996,Alberta,739,Oil and Gas,78.3,Mt
1996,Alberta,740,Electricity,47.54,Mt
1996,Alberta,741,Transport,16.44,Mt
1996,Alberta,742,Heavy Industry,14.96,Mt
1996,Alberta,743,Buildings,15.26,Mt
1996,Alberta,744,Agriculture,19.45,Mt
1996,Alberta,745,Waste,2.82,Mt
1996,Alberta,746,Coal Production,0.85,Mt
1996,Alberta,747,"Light Manufacturing, Construction and Forest Resources",5.1,Mt
1996,British Columbia,748,Provincial Inventory Total,61.53,Mt
1996,British Columbia,749,Oil and Gas,11.35,Mt
1996,British Columbia,750,Electricity,0.27,Mt
1996,British Columbia,751,Transport,17.83,Mt
1996,British Columbia,752,Heavy Industry,9.02,Mt
1996,British Columbia,753,Buildings,8.95,Mt
1996,British Columbia,754,Agriculture,2.78,Mt
1996,British Columbia,755,Waste,4.98,Mt
1996,British Columbia,756,Coal Production,2.31,Mt
1996,British Columbia,757,"Light Manufacturing, Construction and Forest Resources",4.02,Mt
1996,Canada,758,National Inventory Total,666.7,Mt
1996,Canada,759,Oil and Gas,135.36,Mt
1996,Canada,760,Electricity,98.2,Mt
1996,Canada,761,Transport,125.71,Mt
1996,Canada,762,Heavy Industry,103.21,Mt
1996,Canada,763,Buildings,83.31,Mt
1996,Canada,764,Agriculture,63.44,Mt
1996,Canada,765,Waste,26.02,Mt
1996,Canada,766,Coal Production,4.02,Mt
1996,Canada,767,"Light Manufacturing, Construction and Forest Resources",27.43,Mt
1996,Manitoba,768,Provincial Inventory Total,20.21,Mt
1996,Manitoba,769,Oil and Gas,2.06,Mt
1996,Manitoba,770,Electricity,0.31,Mt
1996,Manitoba,771,Transport,5.01,Mt
1996,Manitoba,772,Heavy Industry,1.15,Mt
1996,Manitoba,773,Buildings,3.32,Mt
1996,Manitoba,774,Agriculture,6.66,Mt
1996,Manitoba,775,Waste,1.19,Mt
1996,Manitoba,776,"Light Manufacturing, Construction and Forest Resources",0.52,Mt
1996,New Brunswick,777,Provincial Inventory Total,17.14,Mt
1996,New Brunswick,778,Oil and Gas,1.5,Mt
1996,New Brunswick,779,Electricity,6.18,Mt
1996,New Brunswick,780,Transport,3.96,Mt
1996,New Brunswick,781,Heavy Industry,1.86,Mt
1996,New Brunswick,782,Buildings,1.34,Mt
1996,New Brunswick,783,Agriculture,0.64,Mt
1996,New Brunswick,784,Waste,1.01,Mt
1996,New Brunswick,785,Coal Production,0.01,Mt
1996,New Brunswick,786,"Light Manufacturing, Construction and Forest Resources",0.64,Mt
1996,Newfoundland and Labrador,787,Provincial Inventory Total,8.72,Mt
1996,Newfoundland and Labrador,788,Oil and Gas,1.14,Mt
1996,Newfoundland and Labrador,789,Electricity,1.19,Mt
1996,Newfoundland and Labrador,790,Transport,2.91,Mt
1996,Newfoundland and Labrador,791,Heavy Industry,1.51,Mt
1996,Newfoundland and Labrador,792,Buildings,0.92,Mt
1996,Newfoundland and Labrador,793,Agriculture,0.11,Mt
1996,Newfoundland and Labrador,794,Waste,0.77,Mt
1996,Newfoundland and Labrador,795,"Light Manufacturing, Construction and Forest Resources",0.18,Mt
1996,Northwest Territories and Nunavut,796,Territorial Inventory Total,2.12,Mt
1996,Northwest Territories and Nunavut,797,Oil and Gas,0.21,Mt
1996,Northwest Territories and Nunavut,798,Electricity,0.12,Mt
1996,Northwest Territories and Nunavut,799,Transport,0.74,Mt
1996,Northwest Territories and Nunavut,800,Heavy Industry,0.37,Mt
1996,Northwest Territories and Nunavut,801,Buildings,0.6,Mt
1996,Northwest Territories and Nunavut,802,Waste,0.06,Mt
1996,Northwest Territories and Nunavut,803,"Light Manufacturing, Construction and Forest Resources",0.02,Mt
1996,Nova Scotia,804,Provincial Inventory Total,18.97,Mt
1996,Nova Scotia,805,Oil and Gas,0.71,Mt
1996,Nova Scotia,806,Electricity,7.29,Mt
1996,Nova Scotia,807,Transport,4.48,Mt
1996,Nova Scotia,808,Heavy Industry,0.91,Mt
1996,Nova Scotia,809,Buildings,2.58,Mt
1996,Nova Scotia,810,Agriculture,0.7,Mt
1996,Nova Scotia,811,Waste,1,Mt
1996,Nova Scotia,812,Coal Production,0.81,Mt
1996,Nova Scotia,813,"Light Manufacturing, Construction and Forest Resources",0.49,Mt
1996,Ontario,814,Provincial Inventory Total,188.23,Mt
1996,Ontario,815,Oil and Gas,13.07,Mt
1996,Ontario,816,Electricity,20.45,Mt
1996,Ontario,817,Transport,42.31,Mt
1996,Ontario,818,Heavy Industry,47.14,Mt
1996,Ontario,819,Buildings,33.67,Mt
1996,Ontario,820,Agriculture,12.52,Mt
1996,Ontario,821,Waste,8.24,Mt
1996,Ontario,822,"Light Manufacturing, Construction and Forest Resources",10.82,Mt
1996,Prince Edward Island,823,Provincial Inventory Total,1.82,Mt
1996,Prince Edward Island,824,Oil and Gas,0,Mt
1996,Prince Edward Island,825,Electricity,0.03,Mt
1996,Prince Edward Island,826,Transport,0.61,Mt
1996,Prince Edward Island,827,Heavy Industry,0.01,Mt
1996,Prince Edward Island,828,Buildings,0.53,Mt
1996,Prince Edward Island,829,Agriculture,0.42,Mt
1996,Prince Edward Island,830,Waste,0.1,Mt
1996,Prince Edward Island,831,"Light Manufacturing, Construction and Forest Resources",0.12,Mt
1996,Quebec,832,Provincial Inventory Total,83.17,Mt
1996,Quebec,833,Oil and Gas,4.02,Mt
1996,Quebec,834,Electricity,0.4,Mt
1996,Quebec,835,Transport,25.52,Mt
1996,Quebec,836,Heavy Industry,23.57,Mt
1996,Quebec,837,Buildings,12.24,Mt
1996,Quebec,838,Agriculture,8.25,Mt
1996,Quebec,839,Waste,4.57,Mt
1996,Quebec,840,"Light Manufacturing, Construction and Forest Resources",4.61,Mt
1996,Saskatchewan,841,Provincial Inventory Total,63.52,Mt
1996,Saskatchewan,842,Oil and Gas,22.91,Mt
1996,Saskatchewan,843,Electricity,14.33,Mt
1996,Saskatchewan,844,Transport,5.67,Mt
1996,Saskatchewan,845,Heavy Industry,2.68,Mt
1996,Saskatchewan,846,Buildings,3.81,Mt
1996,Saskatchewan,847,Agriculture,11.9,Mt
1996,Saskatchewan,848,Waste,1.26,Mt
1996,Saskatchewan,849,Coal Production,0.04,Mt
1996,Saskatchewan,850,"Light Manufacturing, Construction and Forest Resources",0.92,Mt
1996,Yukon,851,Territorial Inventory Total,0.55,Mt
1996,Yukon,852,Oil and Gas,0.09,Mt
1996,Yukon,853,Electricity,0.1,Mt
1996,Yukon,854,Transport,0.23,Mt
1996,Yukon,855,Heavy Industry,0.02,Mt
1996,Yukon,856,Buildings,0.07,Mt
1996,Yukon,857,Agriculture,0.01,Mt
1996,Yukon,858,Waste,0.03,Mt
1996,Yukon,859,"Light Manufacturing, Construction and Forest Resources",0.01,Mt
1997,Alberta,860,Provincial Inventory Total,205.58,Mt
1997,Alberta,861,Oil and Gas,78.75,Mt
1997,Alberta,862,Electricity,49.64,Mt
1997,Alberta,863,Transport,17.85,Mt
1997,Alberta,864,Heavy Industry,16.11,Mt
1997,Alberta,865,Buildings,14.7,Mt
1997,Alberta,866,Agriculture,19.67,Mt
1997,Alberta,867,Waste,2.9,Mt
1997,Alberta,868,Coal Production,0.81,Mt
1997,Alberta,869,"Light Manufacturing, Construction and Forest Resources",5.15,Mt
1997,British Columbia,870,Provincial Inventory Total,60.73,Mt
1997,British Columbia,871,Oil and Gas,9.96,Mt
1997,British Columbia,872,Electricity,0.62,Mt
1997,British Columbia,873,Transport,18.81,Mt
1997,British Columbia,874,Heavy Industry,9.15,Mt
1997,British Columbia,875,Buildings,8.43,Mt
1997,British Columbia,876,Agriculture,2.86,Mt
1997,British Columbia,877,Waste,4.95,Mt
1997,British Columbia,878,Coal Production,2.31,Mt
1997,British Columbia,879,"Light Manufacturing, Construction and Forest Resources",3.63,Mt
1997,Canada,880,National Inventory Total,682.3,Mt
1997,Canada,881,Oil and Gas,136.5,Mt
1997,Canada,882,Electricity,109.44,Mt
1997,Canada,883,Transport,131.46,Mt
1997,Canada,884,Heavy Industry,102.63,Mt
1997,Canada,885,Buildings,80.8,Mt
1997,Canada,886,Agriculture,64,Mt
1997,Canada,887,Waste,25.78,Mt
1997,Canada,888,Coal Production,4,Mt
1997,Canada,889,"Light Manufacturing, Construction and Forest Resources",27.68,Mt
1997,Manitoba,890,Provincial Inventory Total,20.06,Mt
1997,Manitoba,891,Oil and Gas,1.98,Mt
1997,Manitoba,892,Electricity,0.28,Mt
1997,Manitoba,893,Transport,5.14,Mt
1997,Manitoba,894,Heavy Industry,1.04,Mt
1997,Manitoba,895,Buildings,3.13,Mt
1997,Manitoba,896,Agriculture,6.72,Mt
1997,Manitoba,897,Waste,1.22,Mt
1997,Manitoba,898,"Light Manufacturing, Construction and Forest Resources",0.55,Mt
1997,New Brunswick,899,Provincial Inventory Total,19.68,Mt
1997,New Brunswick,900,Oil and Gas,1.54,Mt
1997,New Brunswick,901,Electricity,8.62,Mt
1997,New Brunswick,902,Transport,4.04,Mt
1997,New Brunswick,903,Heavy Industry,1.68,Mt
1997,New Brunswick,904,Buildings,1.48,Mt
1997,New Brunswick,905,Agriculture,0.65,Mt
1997,New Brunswick,906,Waste,1.02,Mt
1997,New Brunswick,907,Coal Production,0.01,Mt
1997,New Brunswick,908,"Light Manufacturing, Construction and Forest Resources",0.65,Mt
1997,Newfoundland and Labrador,909,Provincial Inventory Total,9.27,Mt
1997,Newfoundland and Labrador,910,Oil and Gas,1.29,Mt
1997,Newfoundland and Labrador,911,Electricity,1.24,Mt
1997,Newfoundland and Labrador,912,Transport,2.97,Mt
1997,Newfoundland and Labrador,913,Heavy Industry,1.68,Mt
1997,Newfoundland and Labrador,914,Buildings,1,Mt
1997,Newfoundland and Labrador,915,Agriculture,0.13,Mt
1997,Newfoundland and Labrador,916,Waste,0.76,Mt
1997,Newfoundland and Labrador,917,"Light Manufacturing, Construction and Forest Resources",0.19,Mt
1997,Northwest Territories and Nunavut,918,Territorial Inventory Total,1.93,Mt
1997,Northwest Territories and Nunavut,919,Oil and Gas,0.15,Mt
1997,Northwest Territories and Nunavut,920,Electricity,0.13,Mt
1997,Northwest Territories and Nunavut,921,Transport,0.71,Mt
1997,Northwest Territories and Nunavut,922,Heavy Industry,0.32,Mt
